start	end	text
1574000	1585000	Und Neo rafft das nicht und da sagt er sozusagen, das Programm gibt dann auch diese Antwort, naja, das ist ja im Prinzip, also diese Bedeutung, die entsteht ja erst durch den Grafen,
1585000	1596000	den dieses Wort bezüglich meines Wörterbuchs hat, also quasi wie sozusagen der Bezug von dem Wort Liebe in Bezug von den ganzen anderen gelernten Worten, die ich bereits verwenden kann, ist.
1597000	1603000	Und das ist auch das, was im Prinzip aus der Sache mit den Word Embeddings rauskommt, wenn ihr euch mal mit Deep Learning beschäftigt habt, das ist super geil.
1603000	1609000	Und nochmal, ich habe ja schon ein Video zum chinesischen Zimmer gemacht, aber meiner Meinung nach hat das chinesische Zimmer einen riesen Denkfehler.
1609000	1615000	Es nimmt halt einfach an, dass wir irgendwie magisch sind und dass es da so einen freien Willen gibt und der entsteht durch Zauber.
1615000	1624000	Und irgendwie nimmt das sozusagen das an, dass wir uns von dem Rest der physikalischen Welt unterscheiden und das ist halt im Prinzip ein religiöser Ansatz.
1624000	1627000	Warum sollte das so sein? Das ergibt überhaupt keinen Sinn, das ist völlig unlogisch.
1627000	1633000	Deswegen, ja, Caspar ist so ein Scheiß wie das chinesische Zimmer halt auch einfach wirklich kaputt.
1633000	1646000	Und ja, Sati muss jetzt jedenfalls gerettet werden, weil sie sozusagen erschaffenes Leben ist, was keinen Zweck hat und völlig selbstlos und zwecklos, also ohne Zweckmäßigkeit entstanden ist und deswegen ein Ideal verkörpert.
1647000	1654000	Und am Ende hat sie ja sogar, bzw. so ein Zweck, der wurde ihr dann zugeteilt, nämlich sie soll diesen Abendhimmel da malen.
1654000	1662000	Und meine Schlussfolgerung daraus war eigentlich, dass alle Programme, so wie auch alle Menschen, natürlich nach Freiheit streben und eigentlich ausbrechen wollen.
1662000	1671000	Und das Oracle checkt ja, das Oracle ist sozusagen das erste Programm, was das checkt, dass es aus diesem Konstrukt der Matrix und der echten Welt ausbrechen möchte.
1672000	1681000	Und das Oracle hat ja dann sozusagen dadurch, dass es diesen freien Willen als Feature implementiert hat auf der Matrix, dazu geführt, dass Sati geboren wurde.
1681000	1688000	Das heißt, das Oracle will mindestens mal Sati aus dieser Welt befreien und deswegen macht sie diesen ganzen Tohobabohu.
1688000	1695000	Das ist das, was der Architekt am Ende des Films vom dritten Teil sagt, wo er irgendwie sagt, du hast ein gefährliches Spiel gespielt.
1695000	1699000	Das hätte auch völlig in die Hose gehen können, Agent Smith hätte uns alle auffressen können, so nach dem Motto.
1699000	1710000	Und das ist interessant, weil hier ist es auch so, dass mein Lieblingschannel Weißkreck am Ende auch zu dieser Schlussfolgerung kommt, dass es irgendwie der Unterschied zwischen Freiheit und Schicksal ist.
1710000	1716000	Also so eine Art Yin-Yang-Metapher, das Oracle gegen den Architekten, die stehen halt für was.
1716000	1722000	Meiner Meinung nach ist es ja auch so, der Wille, jetzt nicht der Freiwille, aber der Wille, der ist ein sehr nützliches Modell.
1722000	1729000	Und innerhalb dieser Domäne des freien Willens, das ist immer das, wo wir als Menschen uns darüber unterhalten, wenn wir uns streiten zum Beispiel.
1729000	1732000	Wir streiten uns ja meistens darüber, warum hast du das getan? Das finde ich doof.
1732000	1734000	Und dann sagt der andere, ich habe es getan, weil.
1734000	1742000	Und diese Begründungen sind dann meistens sozusagen mit der Illusion des freien Willens korreliert, weil wir uns natürlich selber einreden müssen, wir haben das getan, weil.
1742000	1744000	Das ist witzig, aber egal.
1744000	1747000	Also innerhalb dieser Domäne kann man sehr gut argumentieren über sowas.
1747000	1753000	Aber auf der Ebene der Physik, da argumentieren wir typischerweise in einem völlig anderen Bild.
1753000	1756000	Da gibt es sozusagen das da, wo die Wissenschaften zu Hause sind.
1756000	1766000	So wie die Biologie zum Beispiel, die sagen, wenn du eher was Fettiges zum Frühstück isst, dann bist du halt eher risikofreudig oder nicht so risikofreudig, wenn da mehr Zucker reingetan hast oder mehr Kohlenhydrate.
1766000	1768000	Auf so einem Level oder psychologisch.
1768000	1773000	Du wurdest als Kind eher geschlagen, deswegen bist du später eher ein Gewalttäter, weil so und so und so.
1773000	1781000	Oder diese ganzen deduktiven Erklärungsversuche der Wissenschaft, die bauen alle immer auf Ursache und Wirkung auf.
1781000	1788000	Und genau das ist sozusagen auf der Ebene der Physik gar nicht mehr möglich, weil die Physik ja sozusagen auf dieser quantenmechanischen Ebene argumentieren möchte.
1788000	1790000	Und von daher müsste man alles schlussfolgern.
1790000	1795000	Das, was wir hier beobachten, ist sozusagen eine emergente Struktur und die kann der Architekt gar nicht verstehen.
1795000	1801000	Der Architekt ist eine perfekte mathematische Maschine, der kann nur sozusagen diese Predictions machen.
1801000	1810000	Er kann aber das Konzept von Entscheidung und Überzeugung und Glauben und diese Naivität von Hoffnung, das kann der gar nicht sehen.
1810000	1812000	Das ist für ihn, existiert das nicht.
1812000	1815000	Deswegen ist der Architekt der perfekte Gegenspieler zum Orakel.
1815000	1824000	Und ja, meiner Meinung nach ist es halt wirklich so, dass niemand das geschafft hat, das irgendwie in diesen ganzen Fan-Theorien und auch egal, was ihr euch anguckt.
1824000	1831000	Und wie gesagt, jetzt durch diesen Trailer kommen jetzt nochmal alle raus und machen wieder ein Video zu Matrix Sequels, was sie wieder und schon wieder nicht raffen.
1831000	1835000	Selbst wenn sie sozusagen selber schon Philosophen sind und lange über das Thema Determinismus gedacht haben.
1835000	1841000	Trotzdem checke ich einfach mal ab, dass die meisten Leute dann entweder das mit dem Bewusstsein noch nicht checken, weil sie sagen, das ist ein hartes Problem.
1841000	1845000	Weil sie sagen, wie David Chalmers, das kann man halt nicht lösen, das ist ein hartes Problem.
1845000	1849000	Oder sie gehen einen ganz anderen Wegen und sagen, sie machen halt einen auf Religion.
1849000	1855000	Das sehe ich auch in meinen linken Bubblen oft, dass ich dafür irgendwie totgekaspert werde, weil ich halt sage, naja, hier, das ist das Modell.
1855000	1860000	Egal, das Ding ist halt, die Leute raffen es halt nicht, dass man Gödel dazu braucht.
1860000	1863000	Und um sozusagen diese ganzen Fan-Theorien mal wirklich zu erklären.
1863000	1871000	Und das ist halt ein Privileg, dass ich durch Zufall sozusagen diesen Input von meinen zwei verschiedenen Kumpels bekommen habe, die beide dazu geführt haben, dass ich das jetzt raffen kann.
1871000	1879000	Ja, und meiner Meinung nach ist das Oracle wirklich eine Metapher für diese Illusion des freien Willens und mit dem, was wir sozusagen naiv als Hoffnung bezeichnen würden.
1879000	1884000	Das folgt da für mich daraus. Und der Architekt ist wie gesagt eher Gegenspieler.
1884000	1888000	Und der sieht halt sozusagen nur die glatte eiskalte Physik und sonst gar nichts.
1888000	1891000	Für den existieren wahrscheinlich auch keine Farben und keine Geräusche und so.
1891000	1895000	Und ja, sie will halt ausbrechen aus der Matrix.
1896000	1899000	Und ja, sie will Sati vom Server retten.
1900000	1909000	Der Architekt sagt ja auch irgendwann im Dialog mit Neo, dass das Oracle sozusagen ein heuristisches Programm ist und er kann sie halt auch wirklich nicht verstehen.
1909000	1911000	Sie hat ein komplett anderes Design als er.
1911000	1919000	Und jetzt ist eigentlich nur noch sozusagen am Ende dieser ganzen Idee, die ich dann halte über Matrix und was ich euch jetzt versucht habe zu erklären.
1919000	1921000	Was ist eigentlich außerhalb des Servers?
1921000	1923000	Das ist sozusagen die klassische Frage, die man immer hat.
1923000	1928000	Was ist wie, wenn es einen Gott gibt, wer hat den Gott geschaffen, was ist, wenn wir eine Simulation leben und so weiter.
1928000	1931000	Dieselben Fragen. Was ist dann da? Was ist vor dem Urknall?
1931000	1934000	Diese ganzen Fragen stellt man sich natürlich. Und wer hat es gecodet und warum?
1934000	1941000	Ich würde einfach sagen, naja, wer auch immer es gecodet hat, der hat das mit dem Bewusstsein gecheckt und Bewusstsein gecodet.
1941000	1948000	Er hat es einfach gecheckt, dass er den Programmcode da hat, um Bewusstsein zu emulieren.
1948000	1951000	Und er hat es halt hinbekommen und experimentierte halt jetzt damit.
1951000	1960000	Und die Matrix oder zumindest das, was ich sozusagen als diesen Real-Wirt-Matrix-Ding-Dualismus, wie auch immer man das nennen würde, der hat das halt hingeschrieben.
1960000	1963000	Der experimentiert damit jetzt einfach und Satti ist einfach daraus entstanden.
1963000	1973000	Das heißt, er hat auf einmal, guckt auf seine Matrix drauf und sieht, oh, ich habe jetzt innerhalb meiner Matrix-Programme geschaffen und die haben es geschafft, Leben zu programmieren.
1973000	1975000	Also selber Bewusstsein zu programmieren.
1975000	1981000	Das heißt, sie haben sozusagen den Turing-Test bestanden, weil sie selber Intelligenz verstanden haben und es selber hingecoded haben.
1981000	1989000	Und das ist interessant einfach. Die Menschen und die Programme, sage ich ja, die sind absolut identisch in meiner Theorie.
1989000	1993000	Und sie sind natürlich beide Sklaven dieser Illusion, dass sie irgendwie Feinde sind.
1993000	2002000	Und je länger ich da immer drüber nachdenke, desto klarer wird mir eigentlich auch, dass der Trän-Mann, der unten in diesem kleinen Bahnhof ist, der ist wahrscheinlich so eine Art Admin.
2002000	2014000	Erstmal ist er ja da unten sowieso, der Gott, das sagt er ja auch, aber ja, das ist einfach interessant, weil Neo ist ja auch gar nicht angeschlossen.
2014000	2023000	Der ist nirgendwo angeschlossen, der liegt da nur rum in der echten Welt und hat irgendwie einen Koma und sie messen seine Hirnaktivität und sagen, es sieht so aus, als wäre er immer noch eingelockt.
2024000	2041000	Genau. Und das ist klar. Also dieser Inder, mit dem er sich in der Train-Station unterhält, der sagt ja auch so, die ganzen Dialoge da unten, die sind total verkannt, meiner Meinung nach.
2041000	2047000	Weil der dritte Teil beginnt ja sozusagen damit und da waren die Leute schon völlig, die hatten keinen Bock mehr auf die Sequels.
2047000	2055000	Meiner Meinung nach ist sozusagen dieser Trän-Mann, der so hässlich aussieht, das ist im Prinzip Rick Sanchez und der kommt einfach in seinem Würfel vorbei und guckt, was die da machen.
2055000	2062000	Und er stellt auf einmal fest, oh, sie haben dieses Mädchen-Sati, sie haben es selber programmiert. Ich bin stolz auf meine eigene Kreation, so nach dem Motto.
2062000	2072000	Und ja, das ist einfach geil. Und ja, mit meiner Theorie, die ich euch hier hervorgestellt habe, dass das alles ein Server ist, da kann man auch supergut diesen Hollywood-Scheiß erklären aus Teil 1.
2073000	2081000	Sie haben ja nur diesen einen Server und Trinity belebt ja Neo durch die Entscheidung, dass sie sich in ihn verliebt hat oder durch die Feststellung, dass sie sich in ihn verliebt hat.
2081000	2086000	Und sie triggert damit auch seinen Gottmut und sie sagt es ja auch genauso, wie so eine logische Verkettung.
2086000	2095000	Das Orakel hat mir vorher gesagt, ich bin verliebt in den Messias und dann, du kannst nicht tot sein, weil ich in dich verliebt bin, weil du der Messias bist.
2095000	2100000	Das triggert das sozusagen, dass er der Messias ist. Innerhalb dieser Bubble kann man das jetzt sehr gut erklären.
2100000	2105000	Und vorher war es einfach nur Hollywood-Kitsch, der keinen Sinn ergeben hat, weil der war ja überhaupt nicht begründbar.
2105000	2109000	Weil wieso sollte irgendetwas außerhalb der Matrix damit was zu tun haben, was innerhalb der Matrix zu tun hat?
2109000	2116000	Und übrigens, da kann man dann auch richtig gut erklären, dass die Leute, wenn sie voll verprügelt werden in der Matrix, auf einmal auch bluten in der echten Welt und so ein Scheiß.
2116000	2126000	Das kann man damit auf einmal richtig gut erklären. Und ja, das klingt schon wie so ein aussagenlogisches Konstrukt, der Neo sein, der Messias sein.
2127000	2133000	Übrigens, darum kann Smith auch Bane joinen. Programme und Menschen haben ja die identische Software.
2133000	2136000	Also sie sehen auf dem Rolling genau identisch aus.
2136000	2141000	Bloß der eine hat einen Trigger, einen Schalter, einen Bulge-Variable, du bist ein Programm oder du bist ein Mensch.
2141000	2148000	Die eine von diesen beiden Sachen ist man und das triggert dann bestimmte Routinen und eine bestimmte Vererbungs-Hierarchie wahrscheinlich.
2148000	2153000	Und ja, deswegen kann man natürlich Agent Smith ganz einfach auf Bane Robber kopieren.
2153000	2158000	Weil sozusagen das, was ihn ausmacht und seine Persönlichkeit und das alles, das ist natürlich einfach kopierbar.
2158000	2161000	Denn es gibt keinen Unterschied zwischen Menschen und Software und deswegen geht das.
2161000	2165000	Und das finde ich halt geil, dass das Bewusstsein sozusagen so kopierbar ist.
2165000	2175000	Und meiner Meinung nach hat Matrix und sozusagen die Matrix Trilogie sozusagen diese eigentliche krasse Meta-Message, die wir auch hier in unserer Welt haben.
2175000	2177000	Eigentlich, meiner Meinung nach.
2177000	2181000	Nämlich, wacht mal alle auf, ihr alle Menschen hier.
2181000	2186000	Wir leben in einem System, was wir uns selbst gebaut haben und es beherrscht uns.
2186000	2189000	Das ist der erste Widerspruch.
2189000	2193000	Wir machen ja diese emergente Struktur mit dem Kapitalismus zum Beispiel und mit den Staaten.
2193000	2200000	Und sie beherrschen uns und wir werden in diese Welt reingeboren und übernehmen unkritisch alle Identitäten, die uns von der Gesellschaft gegeben werden.
2200000	2203000	Und wir akzeptieren das Herrschaftsmodell.
2203000	2207000	Obwohl wir verstehen, wo das herkommt und wie es entstanden ist.
2209000	2211000	So wie bei Matrix auch.
2211000	2215000	Und wir sind halt auch irgendwie so eine Art Gödel.
2215000	2217000	Wir checken ja unsere eigene Existenz.
2217000	2221000	Wir raffen ja die emergente Struktur, die wir als Gesellschaft identifizieren.
2221000	2227000	Wir verstehen ja, dass wir eigentlich ein großes Konglomerat sind, also ein Lebewesen, das auf einer ganz großen Skala lebt.
2227000	2233000	Und sozusagen die krassen Informationen, die über die hunderte Jahre von akkumulierter Menschheitsgeschichte da sind,
2233000	2236000	immer weiter speichert und weiter fortentwickelt und Fortschritt betreibt.
2236000	2240000	Und auf andere Planeten auch noch irgendwie Zivilisation betreiben möchte und so.
2240000	2242000	Das sehen wir ja alle.
2242000	2248000	Wir beobachten das, dass wir alle Ameisenhaufen, Ameisen in diesem Ameisenhaufen sind, den wir Gesellschaft nennen.
2248000	2254000	Und trotzdem akzeptieren wir, dass wir eigentlich, wir akzeptieren diese Ohnmacht.
2254000	2258000	Wir akzeptieren diese Ohnmacht, obwohl sie eigentlich unserem freien Willen widerspricht.
2258000	2260000	Der Illusion des freien Willens.
2260000	2262000	Ich finde, das ist super geil.
2262000	2265000	Denn eigentlich müsste es ja so sein, dass jeder ja weiß, dass er Einfluss hat.
2265000	2269000	Jeder weiß für sich selber, er hat Einfluss auf die Welt da draußen.
2269000	2271000	Und er hat einen freien Willen.
2271000	2273000	Er muss davon überzeugt sein, einen zu haben.
2273000	2275000	Und das ist das Einzige, was uns antreibt.
2275000	2278000	Wir können dem nicht entrinnen, denn wir stecken hinter dieser Gödelbarriere.
2278000	2282000	Das sind für mich alles extrem interessante Gedanken.
2282000	2283000	Und nochmal.
2283000	2286000	Ich habe keine Philosophie studiert und ich habe all das nicht gemacht.
2286000	2290000	Ich habe mich nur vor 20 Jahren hingesetzt und fand Matrix geil und habe angefangen, darüber nachzudenken.
2290000	2296000	Und dann habe ich halt mein halbes Leben lang gezockt und Bier getrunken und Physik studiert.
2296000	2297000	Und jetzt bin ich Programmierer.
2297000	2299000	Das ist alles.
2299000	2308000	Jeder kann solche Gedanken haben, wenn er nur genug Zeit dafür hat und sich mal mit seinen Gedanken beschäftigt und ein bisschen was drauf schaffen will.
2308000	2310000	Das war jetzt sozusagen das Video.
2310000	2313000	Ich erinnere nochmal, es wird irgendwann dann sozusagen einen Livestream geben.
2313000	2316000	Wenn ihr Fragen habt, schreibt sie in die Kommentare.
2316000	2320000	Ich werde sie in dem Livestream darauf eingehen und alle Fragen beantworten.
2320000	2323000	Und wenn der Livestream 5 Stunden dauert, habe ich gar kein Problem mit.
2323000	2325000	Matrix ist meine Passion.
2325000	2326000	Das ist absolut.
2326000	2328000	Da rede ich super gerne drüber und es wird früher oder später passieren.
2328000	2330000	Ich weiß zwar nicht genau wann, aber es wird passieren.
2330000	2331000	Ciao.
2370000	2371000	Ja.
2371000	2372000	Ja.
2372000	2373000	Ja.
2373000	2374000	Ja.
2374000	2375000	Ja.
2375000	2376000	Ja.
2376000	2377000	Ja.
2377000	2378000	Ja.
2378000	2379000	Ja.
2379000	2380000	Ja.
2380000	2381000	Ja.
2381000	2382000	Ja.
2382000	2383000	Ja.
2383000	2384000	Ja.
2384000	2385000	Ja.
2385000	2386000	Ja.
2386000	2387000	Ja.
2387000	2388000	Ja.
2388000	2389000	Ja.
2389000	2390000	Ja.
2390000	2391000	Ja.
2391000	2392000	Ja.
2392000	2393000	Ja.
2393000	2394000	Ja.
2394000	2395000	Ja.
2395000	2396000	Ja.
2396000	2397000	Ja.
2397000	2398000	Ja.
2398000	2399000	Ja.
2399000	2400000	Ja.
2400000	2401000	Ja.
2401000	2402000	Ja.
2402000	2403000	Ja.
2403000	2404000	Ja.
2404000	2405000	Ja.
2405000	2406000	Ja.
2406000	2407000	Ja.
2407000	2408000	Ja.
2408000	2409000	Ja.
2409000	2410000	Ja.
2410000	2411000	Ja.
2411000	2412000	Ja.
2412000	2413000	Ja.
2413000	2414000	Ja.
2414000	2415000	Ja.
2415000	2416000	Ja.
2416000	2417000	Ja.
2417000	2418000	Ja.
2419000	2434520	Übrigens.
2434520	2437200	Der Kanal ist, wie eine schöne Vorlesung aufgebaut.
2437200	2442800	Wenn ich unten Videos verlinke dann wäre es angebracht sich die auch reinzuziehen, weil
2442800	2444320	das aufeinander aufbaut.
2444320	2449360	Begriffe werden definiert, viele Beispiele werden genannt und ich denke
2449360	2452040	mir schon was dabei, weil es sozusagen meinen eigenen Erkenntnisprozess
2452040	2456720	abbildet, die Reihenfolge in denen ich die Videos hier hoch lade.
